YEAR,MM,DD, HH,MM, SS  ,LATITUDE, LONG. ,DEPTH,ERR, MAG,MT,Q, Io, Area,ST, Locality              ,(Reference) Comments
1996,12,10, 17,44,   18, -15.610,-51.870,  0.0,  4, 3.5, 1,I,  -,     ,MT,Araguaiana             ,(UnB;IAG) 
1996,12,17, 16,57,   41, -16.740,-43.860,  0.0, 20, 2.3, 1,I,  2,     ,MG,Montes Claros          ,(UnB)
1996,12,20, 03,20,   02, -21.030,-44.760,  0.0, 20, 2.0, 5,I,  3,     ,MG,Bom Sucesso            ,(UnB; IAG)
1997,01,03, 03,23,   22, -15.610,-51.870,  0.0,  3, 2.4, 1,I,  -,     ,MT,Araguaiana             ,(UnB)
1997,01,12, 05,32,   37, -21.290,-47.320,  0.0,  5, 2.3, 1,I,4-5,     ,SP,Cajuru                 ,(IAG)
1997,01,13, 03,42,   27, -20.280,-44.330,  0.0, 20, 2.7, 1,I,  -,     ,MG,Rio Manso              ,(IAG;UnB;IPT)  
1997,01,15, 09,32,   27,  -5.460,-35.690,  0.0,  5, 2.3, 5,I,  -,     ,RN,Joao Camara            ,(UFRN;IAG)
1997,01,19, 15,23,   17, -15.610,-51.870,  0.0,  3, 2.3, 1,I,  -,     ,MT,Araguaiana             ,(UnB)
1997,02,03, 04,15,   31,  -4.410,-38.290,  0.0,  2, 2.1, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1997,02,03, 04,16,   06,  -4.410,-38.290,  0.0,  2, 2.1, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1997,02,07, 18,26,   09,  -4.410,-38.290,  0.0,  2, 2.2, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1997,02,10, 04,13,   39, -19.820,-47.250,  0.0, 10, 2.4, 1,I,  -,     ,MG,Araxa                  ,(UnB)
1997,02,11, 08,55,   44, -15.610,-51.870,  0.0,  3, 2.1, 1,I,  -,     ,MT,Araguaiana             ,(UnB)
1997,02,16, 06,58,   31,  -4.300,-39.470,  0.0, 30, 2.3, 5,I,  -,     ,CE,Paramoti               ,(UFRN)    
1997,02,16, 09,45,   29,  -4.300,-39.470,  0.0, 30, 2.0, 5,I,  -,     ,CE,Paramoti               ,(UFRN)    
1997,02,19, 09,28,   18, -19.500,-45.830,  0.0, 10, 2.3, 1,I,  -,     ,MG,Dores Indaia           ,(UnB)
1997,02,25, 22,14,   17, -15.610,-51.870,  0.0,  3, 2.3, 1,I,  -,     ,MT,Araguaiana             ,(UnB)
1997,02,25, 23,25,   20, -15.610,-51.870,  0.0,  3, 2.2, 5,I,  -,     ,MT,Araguaiana             ,(UnB)
1997,02,26, 21,07,   41, -15.610,-51.870,  0.0,  3, 3.0, 1,I,  -,     ,MT,Araguaiana             ,(UnB)
1997,03,02, 12,43,   23,  -4.410,-38.290,  0.0,  2, 2.2, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1997,03,03, 05,48,   43,  -4.410,-38.290,  0.0,  2, 2.0, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1997,03,04, 16,30,   08,  -4.410,-38.290,  0.0,  2, 2.0, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1997,03,12, 22,56,   47, -22.200,-40.550,  0.0, 30, 2.2, 1,I,  -,     ,RJ,Margem Cont.           ,(IAG)
1997,03,17, 01,27,   25, -24.100,-44.710,  0.0, 30, 2.7, 5,I,  -,     ,SP,Margem Cont.           ,(IAG;IPT) 
1997,03,18, 01,31,   00,  -5.460,-35.690,  0.0,  5, 2.0, 5,I,  -,     ,RN,Joao Camara            ,(UFRN;IAG)
1997,03,20, 19,12,   25,  -5.540,-35.750,  0.0,  5, 2.1, 5,I,  -,     ,RN,Joao Camara            ,(UFRN;IAG)
1997,03,21, 04,53,   55, -15.610,-51.870,  0.0,  3, 2.1, 5,I,  -,     ,MT,Araguaiana             ,(UnB)
1997,03,21, 07,36,   15, -26.030,-46.220,  0.0, 20, 2.0, 1,I,  -,     ,PR,Marg.Cont.             ,(IAG;IPT) 
1997,03,31, 19,38,   47,  -4.410,-38.290,  0.0,  2, 2.1, 5,I,  -,     ,CE,Cascavel               ,(UFRN)    
1997,04,05, 11,49,   58,  -5.520,-35.740,  0.0,  5, 2.4, 1,I,  -,     ,RN,Joao Camara            ,(UFRN;IAG)
1997,04,05, 13,04,   29,  -5.520,-35.740,  0.0,  5, 2.3, 1,I,  -,     ,RN,Joao Camara            ,(UFRN;IAG)
1997,04,05, 13,21,   27,  -5.520,-35.740,  0.0,  5, 2.3, 1,I,  -,     ,RN,Joao Camara            ,(UFRN;IAG)
1997,04,22, 14,29,   39,  -3.760,-40.790,  0.0, 10, 3.2, 1,I,4-5,     ,CE,Frecheirinha           ,(UFRN;IAG)
1997,04,22, 18,52,   26,  -4.410,-38.290,  0.0,  2, 2.1, 1,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1997,04,23, 03,55,   25,  -4.410,-38.290,  0.0,  2, 2.7, 1,I,  4,     ,CE,Cascavel               ,(UFRN;IAG)
1997,04,27, 04,18,   29, -15.610,-51.870,  0.0,  3, 2.0, 1,I,  -,     ,MT,Araguaiana             ,(UnB;IPT) 
1997,04,27, 05,28,   28, -15.610,-51.870,  0.0,  3, 2.5, 5,I,  -,     ,MT,Araguaiana             ,(UnB)
1997,04,27, 14,40,   37, -15.610,-51.870,  0.0,  3, 2.3, 1,I,  -,     ,MT,Araguaiana             ,(UnB)
1997,04,27, 14,51,   51, -15.610,-51.870,  0.0,  3, 2.4, 1,I,  -,     ,MT,Araguaiana             ,(UnB)
1997,05,17, 23,28,   01,  -7.140,-51.250,  0.0, 10, 3.2, 1,I,  -,     ,PA,Sao Felix do Xingu     ,(UnB)
1997,05,27, 20,07,   34, -13.520,-49.500,  0.0, 10, 3.5, 1,I,  -,     ,GO,Porangatu              ,(UnB)
1997,06,04, 06,07,   23,  -3.760,-40.790,  0.0, 10, 2.4, 5,I,2-3,     ,CE,Frecheirinha           ,(UFRN)    
1997,06,09, 12,02,   16,  -3.190,-40.430,  0.0,  2, 3.2, 5,I,  5,     ,CE,Senador Sa             ,(UFRN;IAG)
1997,06,15, 04,17,   14, -15.610,-51.870,  0.0,  3, 2.4, 1,I,  -,     ,MT,Araguaiana             ,(UnB)
1997,06,23, 07,21,   31,  -5.520,-35.740,  0.0,  5, 2.5, 5,I,  -,     ,RN,Joao Camara            ,(UFRN;IAG)
1997,07,07, 17,20,   17,  -3.190,-40.430,  0.0,  2, 2.4, 5,I,  -,     ,CE,Senador Sa             ,(UFRN;IAG)
1997,07,08, 19,31,   43, -22.810,-40.780,  0.0, 30, 2.9, 1,I,  -,     ,RJ,Margem Cont.           ,(IAG;UnB) 
1997,07,09, 18,04,   27, -19.340,-47.790,  0.0,  2, 2.4, 1,I,  -,     ,MG,Nova Ponte             ,(UnB)
1997,07,11, 00,36,   45, -19.180,-47.700,  0.0,  2, 2.3, 1,I,  -,     ,MG,Nova Ponte             ,(UnB)
1997,07,11, 19,16,   56, -17.980,-51.910,  0.0, 10, 2.8, 1,I,  -,     ,GO,Jatai                  ,(UnB)
1997,07,13, 04,32,   28, -22.750,-40.660,  0.0, 30, 2.5, 1,I,  -,     ,RJ,Margem Cont.           ,(IAG;UnB) 
1997,07,17, 16,45,   45, -20.820,-47.170,  0.0, 30, 2.9, 1,I,  -,     ,SP,Antas                  ,(UnB)
1997,07,18, 07,16,   10,  -5.520,-35.740,  0.0,  5, 2.7, 5,I,  -,     ,RN,Joao Camara            ,(UFRN;IAG;UnB) 
1997,08,02, 07,41,   23,  -3.190,-40.430,  0.0,  2, 2.0, 5,I,  -,     ,CE,Senador Sa             ,(UFRN;UnB)
1997,08,06, 01,34,   15, -13.080,-49.160,  0.0, 30, 2.1, 1,I,  -,     ,GO,Estrela do Norte       ,(UnB)
1997,08,16, 16,11,   06, -14.970,-50.580,  0.0, 10, 3.0, 1,I,  -,     ,GO,Mozarlandia            ,(UnB)
1997,08,17, 23,12,   21, -18.880,-47.900,  0.0, 10, 2.2, 5,I,  -,     ,MG,Indianopolis           ,(UnB)
1997,08,22, 01,28,   35, -22.870,-45.960,  0.0, 10, 2.8, 1,I,  3,     ,SP,S.Francisco Xavier     ,(UnB;IAG;IPT)  
1997,08,23, 14,29,   06, -22.860,-45.960,  0.0, 10, 2.6, 1,I,  2,     ,SP,S.F. Xavier            ,(IAG;UnB;IPT)  
1997,08,24, 05,59,   04, -11.100,-50.610,  0.0, 10, 3.1, 1,I,  -,     ,TO,S.F.Araguaia           ,(UnB)
1997,09,06, 18,08,   20, -19.000,-47.950,  0.0, 10, 2.2, 1,I,  -,     ,MG,Indianopolis           ,(UnB)
1997,09,07, 06,08,   54,  -4.410,-38.290,  0.0,  2, 2.1, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1997,09,07, 09,34,   55,  -4.410,-38.290,  0.0,  2, 2.2, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1997,09,08, 10,58,   33,  -4.410,-38.290,  0.0,  2, 2.2, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1997,09,10, 13,55,   56,  -5.500,-35.730,  0.0,  5, 2.0, 5,I,  -,     ,RN,Joao Camara            ,(UFRN;IAG)
1997,09,12, 05,34,   33,  -4.410,-38.290,  0.0,  2, 2.0, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1997,09,14, 11,23,   09,  -4.410,-38.290,  0.0,  2, 2.1, 1,I,  -,     ,CE,Cascavel               ,(UFRN;IAG;UnB) 
1997,09,17, 09,18,   36,  -4.410,-38.290,  0.0,  2, 2.2, 5,I,  -,     ,CE,Cascavel               ,(UFRN)    
1997,09,18, 11,26,   42,  -4.410,-38.290,  0.0,  2, 2.0, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1997,09,19, 02,26,   36,  -4.410,-38.290,  0.0,  2, 2.0, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1997,09,19, 07,37,   24, -19.240,-47.530,  0.0,  2, 2.1, 1,I,  -,     ,MG,Nova Ponte             ,(UnB)
1997,09,19, 19,34,   31,  -4.410,-38.290,  0.0,  2, 2.5, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1997,09,19, 22,03,   22,  -4.410,-38.290,  0.0,  2, 3.6, 1,I,  -,     ,CE,Cascavel               ,(UFRN;UnB;IAG) 
1997,09,19, 22,41,   27,  -4.410,-38.290,  0.0,  2, 2.0, 5,I,  -,     ,CE,Cascavel               ,(UFRN)    
1997,09,21, 04,14,   55,  -4.410,-38.290,  0.0,  2, 3.3, 1,I,  -,     ,CE,Cascavel               ,(UFRN;UnB;IAG) 
1997,09,22, 14,51,   28,  -4.410,-38.290,  0.0,  2, 2.0, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1997,09,22, 16,05,   47,  -4.410,-38.290,  0.0,  2, 2.8, 5,I,  -,     ,CE,Cascavel               ,(UFRN;UnB;IAG) 
1997,09,22, 21,48,   38,  -4.410,-38.290,  0.0,  2, 3.3, 1,I,  -,     ,CE,Cascavel               ,(UFRN;UnB;IAG) 
1997,09,23, 04,41,   32,  -5.460,-35.690,  0.0,  5, 2.4, 5,I,  -,     ,RN,Joao Camara            ,(UFRN;IAG)
1997,09,23, 05,52,   16,  -4.410,-38.290,  0.0,  2, 2.3, 5,I,  -,     ,CE,Cascavel               ,(UFRN;UnB;IAG) 
1997,09,23, 06,21,   00,  -5.460,-38.150,  0.0,  5, 2.2, 5,I,  -,     ,RN,Joao Camara            ,(UFRN;IAG)
1997,09,23, 15,03,   39,  -5.460,-38.150,  0.0,  5, 2.2, 5,I,  -,     ,RN,Joao Camara            ,(UFRN;IAG)
1997,09,23, 23,06,   58,  -4.410,-38.290,  0.0,  2, 2.0, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1997,09,24, 12,31,   02,  -4.410,-38.290,  0.0,  2, 2.0, 5,I,  -,     ,CE,Cascavel               ,(UFRN;UnB;IAG) 
1997,09,24, 18,43,   29,  -4.410,-38.290,  0.0,  2, 2.2, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1997,09,26, 06,11,   28,  -4.410,-38.290,  0.0,  2, 2.0, 5,I,  -,     ,CE,Cascavel               ,(UFRN;UnB;IAG) 
1997,09,26, 13,13,   18,  -4.410,-38.290,  0.0,  2, 2.0, 5,I,  -,     ,CE,Cascavel               ,(UFRN)    
1997,09,26, 18,11,   23,  -4.410,-38.290,  0.0,  2, 2.7, 1,I,  -,     ,CE,Cascavel               ,(UFRN;UnB;IAG) 
1997,09,27, 16,46,   38,  -3.190,-40.430,  0.0,  2, 2.0, 5,I,  -,     ,CE,Senador Sa             ,(UFRN)    
1997,09,29, 18,33,   38,  -4.410,-38.290,  0.0,  2, 2.3, 5,I,  -,     ,CE,Cascavel               ,(UFRN;UnB)
1997,10,05, 05,14,   17,  -4.410,-38.290,  0.0,  2, 2.0, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1997,10,09, 08,43,   15,  -4.410,-38.290,  0.0,  2, 2.2, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1997,10,09, 09,16,   23,  -4.410,-38.290,  0.0,  2, 2.3, 1,I,  -,     ,CE,Cascavel               ,(UFRN;UnB;IAG) 
1997,10,23, 23,15,   06,  -3.940,-39.530,  0.0, 30, 2.9, 1,I,3-4,     ,CE,Apuiares               ,(UFRN;UnB;IAG) 
1997,11,17, 17,27,   01, -20.750,-45.750,  0.0,  5, 3.5, 1,I,5-6,  1.3,MG,Guapeh                 ,(UnB;IAG) forte Volta Grande; Faz.Monteir
1997,11,20, 08,12,   29, -19.280,-48.120,  0.0,  2, 2.2, 1,I,  -,     ,MG,Nova Ponte             ,(UnB)
1997,11,25, 06,09,   28, -19.240,-47.850,  0.0,  2, 2.0, 1,I,  -,     ,MG,Nova Ponte             ,(UnB)
1997,11,25, 23,39,   22, -22.600,-47.580,  0.0, 10, 3.3, 1,I,  4,     ,SP,Limeira                ,(IAG;UnB;IPT)  
1997,12,04, 06,50,   56, -13.240,-49.370,  0.0, 30, 2.3, 5,I,  -,     ,GO,Porangatu              ,(UnB)
1997,12,06, 04,41,   21, -13.140,-49.450,  0.0, 30, 2.4, 5,I,  -,     ,GO,Porangatu              ,(UnB)
1997,12,11, 10,48,   55,  -4.410,-38.290,  0.0,  2, 2.4, 5,I,  -,     ,CE,Cascavel               ,(UFRN;UnB;IAG) 
1997,12,11, 12,47,   37,  -5.660,-35.850,  0.0,  5, 2.2, 5,I,  -,     ,RN,Bento Fernandes        ,(UFRN;IAG)
1997,12,11, 22,16,   57,  -4.410,-38.290,  0.0,  2, 2.3, 5,I,  -,     ,CE,Cascavel               ,(UFRN;UnB;IAG) 
1997,12,12, 04,54,   33,  -4.410,-38.290,  0.0,  2, 2.6, 5,I,  -,     ,CE,Cascavel               ,(UFRN;UnB;IAG) 
1997,12,12, 08,45,   45,  -3.190,-40.430,  0.0,  2, 3.0, 5,I,  -,     ,CE,Senador Sa             ,(UFRN;UnB;IAG) 
1997,12,12, 09,55,   58,  -4.410,-38.290,  0.0,  2, 2.0, 5,I,  -,     ,CE,Cascavel               ,(UFRN;UnB;IAG) 
1997,12,12, 11,58,   47,  -4.410,-38.290,  0.0,  2, 2.1, 5,I,  -,     ,CE,Cascavel               ,(UFRN;UnB;IAG) 
1997,12,13, 22,09,   50,  -4.410,-38.290,  0.0,  2, 2.3, 5,I,  -,     ,CE,Cascavel               ,(UFRN;UnB;IAG) 
1997,12,16, 03,34,   02,  -4.410,-38.290,  0.0,  2, 3.1, 5,I,  -,     ,CE,Cascavel               ,(UFRN;UnB;IAG) 
1997,12,20, 22,05,   28,  -4.410,-38.290,  0.0,  2, 2.6, 5,I,  -,     ,CE,Cascavel               ,(UFRN;UnB;IAG) 
1997,12,21, 01,37,   08, -20.610,-44.000,  0.0, 20, 2.4, 1,I,  -,     ,MG,Jeceaba                ,(IAG;UnB) 
1998,01,01, 12,23,   46,  -5.660,-35.900,  0.0,  5, 2.0, 5,I,  -,     ,RN,B.Fernandes            ,(UFRN;IAG)
1998,01,04, 07,59,   23,  -5.660,-35.900,  0.0,  5, 2.0, 5,I,  -,     ,RN,B.Fernandes            ,(UFRN;IAG)
1998,01,07, 12,47,   22, -16.220,-41.300,  0.0, 50, 3.1, 1,I,  -,     ,MG,Medina                 ,(UnB)
1998,01,16, 23,00,   17, -19.430,-44.400,  0.0, 20, 2.0, 1,I,  -,     ,MG,Inhauma                ,(IAG)
1998,01,22, 05,49,   19,  -3.870,-39.490,  0.0, 10, 2.1, 5,I,  -,     ,CE,Tejucuoca              ,(UFRN;IAG)
1998,02,02, 15,31,   25,  -3.870,-39.490,  0.0, 10, 2.8, 5,I,  -,     ,CE,Tejucuoca              ,(UFRN;IAG)
1998,02,13, 19,35,   37,  -5.520,-35.740,  0.0,  5, 2.0, 5,I,  -,     ,RN,Joao Camara            ,(UFRN;IAG)
1998,02,16, 07,37,   29, -17.910,-56.700,  0.0, 50, 3.5, 1,I,  -,     ,MS,Paiaguas               ,(UnB)
1998,02,26, 13,16,   29,  -3.950,-49.640,  0.0, 20, 3.1, 1,I,  -,     ,PA,Tucurui                ,(UnB)
1998,02,27, 06,57,   57,  -3.950,-49.640,  0.0, 20, 3.1, 1,I,  -,     ,PA,Tucurui                ,(UnB)
1998,03,02, 06,26,   51,  -3.860,-49.630,  0.0, 20, 3.5, 0,I,4-5,     ,PA,Tucurui                ,(UnB;IDC; ISC) 
1998,03,10, 23,32, 44.2, -11.600,-56.740,  5.0,  4, 5.2, 2,I,5-6, 250.,MT,Porto dos Gauchos      ,(UnB;IAG;IPT;UNESP;ISC:Ms=4.5) pGT H.O.=A
1998,03,14, 23,23,   00, -11.600,-56.740,  5.0,  5, 3.7, 1,I,  -,     ,MT,Pto.Gauchos            ,(UnB)
1998,03,17, 12,03,   45,  -5.660,-35.900,  0.0, 60, 2.0, 5,I,  -,     ,RN,Bento Fernandes        ,(UFRN;IAG)
1998,03,20, 00,32,   47, -23.640,-52.540,  0.0, 50, 2.1, 1,I,  -,     ,PR,Maringa                ,(CESP;IAG)
1998,03,22, 05,24,   35, -11.590,-56.780,  4.0,  5, 3.7, 1,I,  -,     ,MT,Pto.Gauchos            ,(UnB)
1998,03,22, 05,26,   50, -11.600,-56.800,  4.0,  5, 3.8, 1,I,  -,     ,MT,Pto.Gauchos            ,(UnB)
1998,03,28, 05,15,   18, -15.660,-51.930,  0.0, 50, 3.3, 1,I,  -,     ,MT,Araguaiana             ,(UnB)
1998,03,31, 12,49,   35,  -3.940,-39.420,  0.0,  3, 2.1, 5,I,  -,     ,CE,Apuiares               ,(UFRN)    
1998,04,01, 08,52,   01,  -3.940,-39.420,  0.0,  3, 2.1, 5,I,  -,     ,CE,Apuiares               ,(UFRN;IAG)
1998,04,07, 20,24,   41,  -5.570,-35.780,  0.0,  5, 2.1, 5,I,  -,     ,RN,Joao Camara            ,(UFRN;IAG)
1998,04,11, 17,24,   53, -11.020,-48.480,  0.0, 50, 3.9, 0,I,  -,     ,TO,Pto.Nacional           ,(ISC)
1998,04,12, 04,09,   29,   4.570,-47.620, 47.0, 30, 5.3, 0,I,  -,     ,AP,Margem Cont.           ,(IAG;UnB;ISC)  
1998,04,16, 18,16,   45, -21.910,-45.570,  0.0, 10, 2.3, 1,I,  -,     ,MG,S.G. Sapucai           ,(IAG)
1998,04,18, 02,32,   18, -24.660,-44.270,  0.0, 30, 3.4, 1,I,  -,     ,SP,Margem Cont.           ,(IAG;IPT;UNESP;UnB) 
1998,04,22, 02,29,   10,  -4.410,-38.290,  0.0,  2, 2.8, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1998,04,28, 17,14,   49,  -5.660,-35.900,  0.0,  5, 2.0, 5,I,  -,     ,RN,Bento Fernandes        ,(UFRN)    
1998,04,29, 03,18,   28,  -4.410,-38.290,  0.0,  2, 2.1, 5,I,  -,     ,CE,Cascavel               ,(UFRN)    
1998,05,05, 19,30,     , -28.300,-49.100,  0.0, 20, 2.8, 4,C,3-4,     ,SC,Braco Norte            ,(IAG; Jornal Florianopolis)   
1998,05,06, 04,27,   41, -26.240,-57.000,  0.0, 50, 2.6, 0,I,  -,     ,PY,Paraguay               ,(UnB)
1998,05,06, 14,45,   19, -18.130,-56.700,  0.0, 50, 3.4, 1,I,  -,     ,MS,Paiaguas               ,(UnB)
1998,05,06, 14,45,   59, -11.600,-56.800,  0.0, 10, 3.6, 1,I,  -,     ,MT,Pto.Gauchos            ,(UnB)
1998,05,06, 22,27,   59, -22.620,-47.670,  0.0, 30, 2.4, 1,I,  -,     ,SP,Tanquinho              ,(IAG)
1998,05,07, 01,36,   54, -18.260,-56.670,  0.0, 50, 3.2, 1,I,  -,     ,MS,Paiaguas               ,(UnB)
1998,05,07, 01,52,   59, -18.280,-56.650,  0.0, 50, 3.0, 1,I,  -,     ,MS,Paiaguas               ,(UnB)
1998,05,07, 14,00,   08,  -7.500,-73.640,  0.0, 80, 3.7, 1,I,  -,     ,AC,Acampamento            ,(UnB)
1998,05,12, 10,53,   44, -18.350,-56.650,  0.0, 50, 3.3, 1,I,  -,     ,MS,Paiaguas               ,(UnB)
1998,05,12, 14,29,   51, -11.600,-56.800,  0.0, 10, 3.6, 1,I,  -,     ,MT,Pto.Gauchos            ,(UnB)
1998,05,12, 14,30,   26, -18.410,-56.580,  0.0, 50, 3.4, 1,I,  -,     ,MS,Paiaguas               ,(UnB)
1998,05,15, 19,03,   00, -11.600,-56.800,  0.0, 10, 3.5, 1,I,  -,     ,MT,Pto.Gauchos            ,(UnB)
1998,05,15, 19,03,   34, -18.060,-56.730,  0.0, 50, 3.3, 1,I,  -,     ,MS,Paiaguas               ,(UnB)
1998,05,20, 18,13,   17,  -5.570,-35.780,  0.0,  5, 2.1, 5,I,  -,     ,RN,Joao Camara            ,(UFRN;IAG)
1998,05,22, 17,33, 03.4, -19.170,-47.680,  3.0,  2, 4.1, 2,I,  6,     ,MG,Nova Ponte             ,(Chimpliganond 2002;UnB;IAG;IPT;UNESP;ISC
1998,05,23, 12,48,   35, -20.780,-44.090,  0.0,  5, 2.1, 1,I,  -,     ,MG,Lagoa Dourada          ,(IAG)
1998,05,30, 09,57,   45, -19.150,-55.970,  0.0, 40, 3.6, 1,I,  -,     ,MS,Paiaguas               ,(UnB;IPT;IAG)  
1998,06,02, 23,18,   47,  -4.410,-38.290,  0.0,  2, 2.0, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1998,06,04, 00,40,   46,  -4.410,-38.290,  0.0,  2, 4.0, 1,I,  -,     ,CE,Cascavel               ,(UFRN;UnB;IAG) Fortaleza II MM
1998,06,04, 00,48,   22,  -4.410,-38.290,  0.0,  2, 2.5, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1998,06,04, 11,31,   30,  -4.410,-38.290,  0.0,  2, 2.0, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1998,06,04, 15,16,   27,  -4.410,-38.290,  0.0,  2, 2.3, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1998,06,09, 03,18,   20,  -4.410,-38.290,  0.0,  2, 2.3, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1998,06,11, 01,21,   52,  -4.410,-38.290,  0.0,  2, 2.4, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1998,06,11, 01,41,   47,  -4.410,-38.290,  0.0,  2, 2.2, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1998,06,11, 02,01,   51,  -4.410,-38.290,  0.0,  2, 2.0, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1998,07,01, 21,25,   09, -24.020,-44.460,  0.0, 30, 3.2, 1,I,  -,     ,SP,Margem Cont.           ,(IAG;UnB) 
1998,07,02, 13,30,   25,  -4.410,-38.290,  0.0,  2, 2.4, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1998,07,03, 17,23,   35,  -4.410,-38.290,  0.0,  2, 2.5, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1998,07,10, 16,36,   41,  -4.410,-38.290,  0.0,  2, 2.3, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1998,07,19, 00,32,   59, -11.610,-56.780,  0.0, 10, 3.8, 1,I,  -,     ,MT,Pto.Gauchos            ,(UnB)
1998,07,21, 22,22,   59, -11.590,-56.780,  0.0, 10, 4.1, 1,I,  -,     ,MT,Pto.Gauchos            ,(UnB;IAG) 
1998,07,23, 16,32,   24, -11.600,-56.800,  0.0, 10, 3.5, 1,I,  -,     ,MT,Pto.Gauchos            ,(UnB)
1998,07,25, 00,50,   42, -11.600,-56.800,  0.0, 10, 3.5, 1,I,  -,     ,MT,Pto.Gauchos            ,(UnB)
1998,07,29, 01,46,   44, -20.790,-45.760,  0.0, 20, 2.3, 1,I,  -,     ,MG,Guapeh                 ,(IAG;UnB;IPT)  
1998,07,29, 06,20,   52,  -9.870,-39.870,  0.0,  1, 3.1, 1,I,  3,     ,BA,Jaguarari              ,(IAG;UnB) Induzido por Mineracao   
1998,07,30, 15,56,   21, -11.600,-56.800,  0.0, 10, 3.5, 1,I,  -,     ,MT,Pto.Gauchos            ,(UnB)
1998,08,04, 06,02,   41,  -4.410,-38.290,  0.0,  2, 2.8, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1998,08,04, 06,17,   09,  -4.410,-38.290,  0.0,  2, 2.3, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1998,08,16, 22,  ,     , -28.770,-49.550,  0.0, 20, 3.4, 3,C,  -,  0.7,SC,Meleiro                ,(UnB)
1998,08,23, 00,12,   58, -19.590,-44.130,  0.0, 30, 2.7, 1,I,  -,     ,MG,P.Leopoldo             ,(UnB;IAG;IPT)  
1998,08,24, 03,35,   26, -19.590,-44.130,  0.0, 30, 3.0, 1,I,3-4,     ,MG,P.Leopoldo             ,(UnB;IAG;IPT)  
1998,08,26, 15,09,   43, -19.090,-42.960,  0.0, 50, 3.8, 1,I,  -,     ,MG,Capelinha              ,(UnB)
1998,08,27, 14,23,   57,  -9.460,-50.490,  0.0, 50, 3.2, 1,I,  -,     ,PA,Pq.Nac.Arag.           ,(UnB)
1998,09,01, 05,38,   12, -22.130,-41.070,  0.0, 30, 2.2, 1,I,  -,     ,RJ,Margem Cont.           ,(IAG;IPT) 
1998,09,06, 13,20,   39,  -4.410,-38.290,  0.0,  2, 2.1, 5,I,  -,     ,CE,Cascavel               ,(UFRN;IAG)
1998,09,18, 18,34,   57, -24.960,-45.270,  0.0, 30, 3.2, 1,I,  -,     ,SP,Margem Cont.           ,(IAG;IPT;UnB)  
1998,09,18, 18,40,   44, -25.020,-45.470,  0.0, 30, 3.1, 1,I,  -,     ,SP,Margem Cont.           ,(IAG;IPT;UnB)  
1998,09,20, 20,07,   36, -15.030,-51.420,  0.0, 50, 3.0, 1,I,  -,     ,GO,Aruana                 ,(UnB)
1998,09,20, 23,44,   31, -11.600,-56.800,  0.0, 10, 3.5, 1,I,  -,     ,MT,Pto.Gauchos            ,(UnB)
1998,09,24, 03,48,   48, -11.600,-56.800,  0.0, 10, 3.5, 1,I,  -,     ,MT,Pto.Gauchos            ,(UnB)
1998,09,24, 06,13,   32, -11.600,-56.800,  0.0, 10, 3.7, 1,I,  -,     ,MT,Pto.Gauchos            ,(UnB)
1998,10,07, 15,39,   13,  -9.870,-39.870,  0.0,  1, 2.5, 1,I,  2,     ,BA,Jaguarari              ,(IAG)Induzido por Mineracao   
